id,Name,University,level,Link,About
1909,Black Scholes Option Pricing Model,Udemy,beginner,https://www.udemy.com/black-scholes-option-pricing-model/,Business Finance
1910,Chief Wealth Officer,Udemy,beginner,https://www.udemy.com/chief-wealth-officer/,Business Finance
1911,Practical Accounts Training A,Udemy,intermediate,https://www.udemy.com/mobile-practical-accounts-training-a/,Business Finance
1912,International Trade and New Geographic Economy,Udemy,intermediate,https://www.udemy.com/international-trade-and-new-geographic-economy/,Business Finance
1913,2. Principles of Simple Interest - advanced problems,Udemy,intermediate,https://www.udemy.com/principles-of-simple-interest-advanced-problems/,Business Finance
1914,School of Raising Capital: Agile Financial Modeling,Udemy,intermediate,https://www.udemy.com/agilefinancialmodeling/,Business Finance
1915,How to Read Financial Statements,Udemy,beginner,https://www.udemy.com/how-to-read-financial-statements/,Business Finance
1916,"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",Udemy,intermediate,https://www.udemy.com/intro-to-asset-backed-securities-cfa-level-i-2017-prep/,Business Finance
1917,Reach Your Personal Financial Goals the Easy Way (2017 UK),Udemy,intermediate,https://www.udemy.com/reach-your-personal-financial-goals-the-easy-way-2017-uk/,Business Finance
1918,Bitesize Bookkeeping for busy people,Udemy,beginner,https://www.udemy.com/bitesize-bookkeeping-for-busy-people/,Business Finance
1919,Do Your Own Accounts,Udemy,intermediate,https://www.udemy.com/doyourownaccounts/,Business Finance
1920,CFA Level 1 - Derivatives,Udemy,intermediate,https://www.udemy.com/cfa-exam/,Business Finance
1921,Accounting for everyone! ,Udemy,beginner,https://www.udemy.com/accounting-for-everyone/,Business Finance
1922,Stock Fundamental Analysis with Excel,Udemy,intermediate,https://www.udemy.com/stock-fundamental-analysis-with-excel/,Business Finance
1923,Financial Accounting For Beginners,Udemy,intermediate,https://www.udemy.com/financial-accounting-for-beginners/,Business Finance
1924,Trading: How Transformative Learning Drives Expertise,Udemy,intermediate,https://www.udemy.com/trading-how-transformative-learning-drives-expertise/,Business Finance
1925,Manual Bookkeeping,Udemy,intermediate,https://www.udemy.com/manual-bookkeeping/,Business Finance
1926,Numeracy skills in business and everyday life:Think and Deal,Udemy,beginner,https://www.udemy.com/numeracy-skills-in-business-and-everyday-life-think-and-deal/,Business Finance
1927,Financial Modelling in Excel Step by Step,Udemy,intermediate,https://www.udemy.com/financial-modelling-course-using-excel/,Business Finance
1928,Straight From Business School: Create Financial Statements,Udemy,beginner,https://www.udemy.com/straight-from-business-school-create-financial-statements/,Business Finance
1929,How To Pay Less Tax (UK version),Udemy,intermediate,https://www.udemy.com/paylesstax/,Business Finance
1930,Interpreting financial statements,Udemy,intermediate,https://www.udemy.com/financial-statements-focused-on-cash-flows/,Business Finance
1931,Forex trading with binary options,Udemy,intermediate,https://www.udemy.com/forex-trading-with-binary-options/,Business Finance
1932,Triple P Trading Course,Udemy,intermediate,https://www.udemy.com/triple-p-trading-course/,Business Finance
1933,Cost Accounting - A Comprehensive Study,Udemy,intermediate,https://www.udemy.com/cost-accounting-a-comprehensive-study/,Business Finance
1934,How to become a successful day trader,Udemy,intermediate,https://www.udemy.com/a-successful-day-trader/,Business Finance
1935,Essentials of Finance and Investment in 2 hours,Udemy,beginner,https://www.udemy.com/finance-hien-minh-luu/,Business Finance
1936,Public Speaking: You Can Give Great Financial Presentations,Udemy,intermediate,https://www.udemy.com/how-to-give-financial-presentations/,Business Finance
1937,Professional Trading - Consistent Profits with Low Risk!,Udemy,intermediate,https://www.udemy.com/professional-trading-consistent-profits-with-low-risk/,Business Finance
1938,Trading for winning,Udemy,intermediate,https://www.udemy.com/charting-for-beginners-for-dummies-newbies-technical-analysis/,Business Finance
1939,Succeed in Stocks Even if you Don't Know Where to Start,Udemy,beginner,https://www.udemy.com/succeed-in-stocks-even-if-you-dont-know-where-to-start/,Business Finance
1940,Options Basics & Trading With Small Capital! - Level 1,Udemy,beginner,https://www.udemy.com/options-basics-trading-with-small-capital/,Business Finance
1941,Forex trading Basic to advance Professional Level course,Udemy,intermediate,https://www.udemy.com/forex-trading-basic-to-advance-professional-level-course/,Business Finance
1942,Day Trading in Stocks: Strategies for Beginner Investors,Udemy,intermediate,https://www.udemy.com/day-trading-in-stocks-strategies-for-beginner-investors/,Business Finance
1943,Learn to Trade Forex Big U-Turn Trade,Udemy,beginner,https://www.udemy.com/learn-to-trade-forex-big-u-turn-trade/,Business Finance
1944,"Technical Analysis Primer for trading Stocks, Bonds & Forex",Udemy,beginner,https://www.udemy.com/technical-analysis-made-easy/,Business Finance
1945,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,Udemy,intermediate,https://www.udemy.com/diy-reduce-unpaid-federal-tax-thru-irs-offer-in-compromise/,Business Finance
1946,Stock Trading with this Strategy,Udemy,intermediate,https://www.udemy.com/stock-trading-with-this-strategy/,Business Finance
1947,The Psychology of Trading,Udemy,intermediate,https://www.udemy.com/the-psychology-of-trading/,Business Finance
1948,Professional Forex Strategy+2 weeks for FREE trading alerts,Udemy,intermediate,https://www.udemy.com/forex-candlesticks-strategy/,Business Finance
1949,Stock Trading Essentials for Day Traders,Udemy,intermediate,https://www.udemy.com/stock-trading-essentials-for-day-traders/,Business Finance
1950,Basics of Finance and Budgeting,Udemy,beginner,https://www.udemy.com/basics-of-finance-and-budgeting/,Business Finance
1951,Portfolio Management CFA L1 2016,Udemy,intermediate,https://www.udemy.com/portfolio-management-cfa-l1/,Business Finance
1952,"Trade Stocks, Forex & Financial Markets like a Professional",Udemy,intermediate,https://www.udemy.com/stock-and-forex-trading-strategy-course/,Business Finance
1953,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,Udemy,intermediate,https://www.udemy.com/university-of-puerto-rico-mba-student-act-20-act-22-course/,Business Finance
1954,Test your knowledge in Financial Management,Udemy,intermediate,https://www.udemy.com/test-your-knowledge-in-financial-management/,Business Finance
1955,The Smart Option Trader,Udemy,intermediate,https://www.udemy.com/the-smart-option-trader/,Business Finance
1956,Beginners Chart Patterns Trading for Penny Stocks,Udemy,beginner,https://www.udemy.com/beginners-chart-patterns-for-penny-stocks-part-2/,Business Finance
1957,Financial Statements: Learn Accounting. Unlock the Numbers.,Udemy,beginner,https://www.udemy.com/learn-accounting-unlock-the-numbers/,Business Finance
1958,CFA® Level 1 2014 – Alternative Investments,Udemy,intermediate,https://www.udemy.com/cfa-level-1-2014-alternative-investments/,Business Finance
1959,Interest Rate Swaps,Udemy,intermediate,https://www.udemy.com/interest-rate-swaps/,Business Finance
1960,Financial Modelling for entrepreneurs,Udemy,intermediate,https://www.udemy.com/financial-modelling-for-entrepreneurs/,Business Finance
1961,Economics - CFA Level 1 - 2014,Udemy,beginner,https://www.udemy.com/economics-cfa-level-1-2014/,Business Finance
1962,Bookkeeping Made Simple,Udemy,intermediate,https://www.udemy.com/bookkeeping-made-simple/,Business Finance
1963,What is Bitcoin,Udemy,intermediate,https://www.udemy.com/what-is-bitcoin/,Business Finance
1964,Accounting for CA CPT Exams Part I,Udemy,intermediate,https://www.udemy.com/inventory-valuation/,Business Finance
1965,Raising Capital for Your Business,Udemy,intermediate,https://www.udemy.com/raising-capital-for-your-business/,Business Finance
1966,"Silver, Gold, and Inflation",Udemy,beginner,https://www.udemy.com/got-gold-get-gold-inflation/,Business Finance
1967,Accounting Concepts For Technocrats,Udemy,beginner,https://www.udemy.com/accounting-concepts-for-technocrats/,Business Finance
1968,Beginner Financial Analysis: Invest Like Warren Buffett,Udemy,beginner,https://www.udemy.com/beginner-financial-analysis-invest-like-warren-buffett/,Business Finance
1969,Advance Technical Analysis,Udemy,advanced,https://www.udemy.com/advance-technical-analysis/,Business Finance
1970,The Everyday Investor: Building Wealth with Venture Capital,Udemy,intermediate,https://www.udemy.com/the-everyday-investor/,Business Finance
1971,QuickBooks Online : Inventory Management For Non-Finance,Udemy,intermediate,https://www.udemy.com/quickbooks-online-inventory-management-for-non-finance/,Business Finance
1972,Law Matters,Udemy,beginner,https://www.udemy.com/law-matters/,Business Finance
1973,Learn to Trade for Profit: Finding Winning Stocks - Chinese,Udemy,intermediate,https://www.udemy.com/trade-for-profit-how-to-find-and-trade-stocks-successfully-chinese/,Business Finance
1974,Financial Accounting Part 2 - Passing The Class,Udemy,beginner,https://www.udemy.com/financial-accounting-part-2-passing-the-class/,Business Finance
1975,Simple Options Trading System,Udemy,intermediate,https://www.udemy.com/safe-and-easy-options-trading/,Business Finance
1976,Investments and Financial Markets,Udemy,beginner,https://www.udemy.com/investments-and-financial-markets/,Business Finance
1977,Legal Accounting,Udemy,intermediate,https://www.udemy.com/solicitors-accounts/,Business Finance
1978,"Term Loan Appraisal for bankers, credit analysts",Udemy,beginner,https://www.udemy.com/term-loan-appraisal-for-bankers-credit-analysts/,Business Finance
1979,Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,Udemy,beginner,https://www.udemy.com/an-entrepreneurs-guide-to-small-biz-bookkeeping/,Business Finance
1980,Trade Show Samurai,Udemy,intermediate,https://www.udemy.com/trade-show-displays/,Business Finance
1981,Forex Harmonic Trading- With Multiple Forex Chart Examples,Udemy,intermediate,https://www.udemy.com/forex-harmonic-trading-with-multiple-examples/,Business Finance
1982,The Cost of Capital: The Key To Attract Venture Capitalists,Udemy,intermediate,https://www.udemy.com/the-cost-of-capital-and-the-evaluation-of-ideas/,Business Finance
1983,Accounting for School Students,Udemy,intermediate,https://www.udemy.com/cash-books-in-accountancy/,Business Finance
1984,Learn To Trade The Forex Naked Price Action Acapulco Trade,Udemy,intermediate,https://www.udemy.com/forex-naked-price-action-acapulco-trade/,Business Finance
1985,Certificate in MYOB AccountRight Premier 2017 Course,Udemy,intermediate,https://www.udemy.com/certificate-in-myob-accountright-premier-2016-valued-1250/,Business Finance
1986,Master The Psychology of Forex & Binary Options Trading,Udemy,intermediate,https://www.udemy.com/master-the-psychology-of-forex-binary-options-trading/,Business Finance
1987,Learn to Pick the Right Stock Broker Account,Udemy,beginner,https://www.udemy.com/learn-to-pick-the-right-stock-broker-account/,Business Finance
1988,Profit During Crashing Markets: A Step-by-Step Guide,Udemy,intermediate,https://www.udemy.com/profit-during-crashing-markets-a-step-by-step-guide/,Business Finance
1989,Introduction to Futures & Options,Udemy,intermediate,https://www.udemy.com/introduction-to-futures-options/,Business Finance
1990,Learn To Invest In 7 Steps,Udemy,beginner,https://www.udemy.com/learn-to-invest/,Business Finance
1991,Sell like a Pro: Insider Secrets of Successful Selling!,Udemy,intermediate,https://www.udemy.com/sell-like-a-pro-inside-secrets-of-successful-selling-y/,Business Finance
1992,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,Udemy,intermediate,https://www.udemy.com/3-little-pigs-a-multiple-timeframe-forex-trading-strategy/,Business Finance
1993,6. Annuities Due and Deferred,Udemy,intermediate,https://www.udemy.com/annuities-due-and-deferred/,Business Finance
1994,CFA® Level 1 2014 – Quantitative Methods,Udemy,intermediate,https://www.udemy.com/cfa-level-1-2014-quantitative-methods/,Business Finance
1995,IFRIC 13-Customer Loyalty Programmes (Revenue),Udemy,intermediate,https://www.udemy.com/ifric-13-customer-loyalty-programmes-revenue/,Business Finance
1996,FOREX Currency Trading For Beginners,Udemy,beginner,https://www.udemy.com/forex-currency-trading-for-beginners/,Business Finance
1997,Basic Technical Analysis,Udemy,beginner,https://www.udemy.com/basic-technical-analysis/,Business Finance
1998,Forex:Trade Management & Psychology,Udemy,intermediate,https://www.udemy.com/forexmoney-management-psychology/,Business Finance
1999,"Working Capital assessment for bankers, credit analysts",Udemy,beginner,https://www.udemy.com/working-capital-assessment-for-bankers-credit-analysts/,Business Finance
2000,"CFA Level I Workshop 6: Alternatives, PM and Economics ",Udemy,intermediate,https://www.udemy.com/cfa-workshop-6/,Business Finance
2001,CFA Level I Workshop 3: Financial Reporting & Analysis II,Udemy,intermediate,https://www.udemy.com/cfa-workshop-3/,Business Finance
2002,How to trade in the Forex market,Udemy,intermediate,https://www.udemy.com/forex-market/,Business Finance
2003,Bookkeeping Practicals with Software,Udemy,intermediate,https://www.udemy.com/bookkeeping-practical-with-software/,Business Finance
2004,8 Steps To Achieve Financial Freedom And Escape Debt,Udemy,beginner,https://www.udemy.com/achieve-financial-freedom-and-escape-debt/,Business Finance
2005,Trading Basics in 30 minutes,Udemy,beginner,https://www.udemy.com/trading-basics-in-30-minutes/,Business Finance
2006,Technical Charting,Udemy,intermediate,https://www.udemy.com/technical-charting/,Business Finance
2007,Profits Turbo,Udemy,intermediate,https://www.udemy.com/profits-turbo/,Business Finance
2008,Nest Egg Investing,Udemy,beginner,https://www.udemy.com/nest-egg-secrets/,Business Finance
2009,Economics for beginners - Various Concepts,Udemy,beginner,https://www.udemy.com/economics-forms-of-market-and-perfect-competition/,Business Finance
2010,Investing in Stocks & Shares,Udemy,beginner,https://www.udemy.com/making-money-from-stocks-shares/,Business Finance
2011,Learn Financial Modeling from Scratch - Part 2,Udemy,intermediate,https://www.udemy.com/learn-financial-modeling-part-2/,Business Finance
2012,Learn Financial Modeling from Scratch - Part 3,Udemy,intermediate,https://www.udemy.com/learn-financial-modeling-part-3/,Business Finance
2013,A Practical Guide to Wealth Creation,Udemy,intermediate,https://www.udemy.com/wealth-creation/,Business Finance
2014,"'Geometry Of Chance strategy of defeating the roulette.""",Udemy,intermediate,https://www.udemy.com/geometry-of-chance-strategy-of-defeating-the-roulette/,Business Finance
2015,Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,Udemy,intermediate,https://www.udemy.com/aprender-programar-mql4-forex/,Business Finance
2016,MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,Udemy,beginner,https://www.udemy.com/mql4-bootcamp-tutorial-trading-robot-coding-in-metatrader4/,Business Finance
2017,Introducción a la contabilidad,Udemy,beginner,https://www.udemy.com/contabilidad-en-una-hora/,Business Finance
2018,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,Udemy,beginner,https://www.udemy.com/einnahmen-aus-udemy-kursen-als-dozent-korrekt-versteuern/,Business Finance
2019,Contabilidad Gubernamental en México,Udemy,intermediate,https://www.udemy.com/contabilidad-gubernamental/,Business Finance
2020,株式投資に必要なスキルの学習手順を学ぶ,Udemy,beginner,https://www.udemy.com/jun-sakai-trading-course1/,Business Finance
2021,Formação de preços em serviços,Udemy,intermediate,https://www.udemy.com/formacao-de-precos-em-servicos/,Business Finance
2022,"Geld verdienen mit dem Ticken der Uhr, wie Warren Buffett!",Udemy,intermediate,https://www.udemy.com/optionen-kompass-ihr-navi-fur-konstanten-borsenerfolg/,Business Finance
2023,Торговля дельта-нейтральными стренглами,Udemy,intermediate,https://www.udemy.com/strangles/,Business Finance
2024,Guía práctica para comprar acciones en la Bolsa de USA,Udemy,intermediate,https://www.udemy.com/guia-practica-para-comprar-acciones-en-la-bolsa-de-usa/,Business Finance
2025,Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,Udemy,beginner,https://www.udemy.com/curso-de-contabilidad-online-contabilidad-financiera/,Business Finance
2026,Curso de Day Trader para Iniciantes,Udemy,beginner,https://www.udemy.com/aprenda-a-realizar-trades-na-bolsa-dos-eua/,Business Finance
2027,Curso de Iniciación al Trading,Udemy,intermediate,https://www.udemy.com/curso-de-iniciacion-al-trading/,Business Finance
2028,Complete GST Course For Small and Medium Enterprises,Udemy,beginner,https://www.udemy.com/complete-gst-course-for-small-and-medium-enterprises/,Business Finance
2029,3 documentos clave para administrar tu empresa con éxito,Udemy,intermediate,https://www.udemy.com/3-documentos-clave-para-administrar-tu-empresa-con-exito/,Business Finance
2030,Forex/Opciones Binarias para Principiantes,Udemy,beginner,https://www.udemy.com/forexopciones-binarias-para-principiantes/,Business Finance
2031,15 Mandamientos para ganar dinero en Bolsa,Udemy,intermediate,https://www.udemy.com/15-mandamientos-para-ganar-dinero-en-bolsa/,Business Finance
2032,Le bitcoin et la blockchain,Udemy,intermediate,https://www.udemy.com/le-bitcoin-et-la-blockchain/,Business Finance
2033,Contabilità Generale,Udemy,intermediate,https://www.udemy.com/contabilita-generale/,Business Finance
2034,Торговля опционами: Как заработать на волатильности,Udemy,intermediate,https://www.udemy.com/optiontrading/,Business Finance
2035,Estrategias de Inversión aplicadas al mundo del trading,Udemy,intermediate,https://www.udemy.com/estrategias-de-inversion/,Business Finance
2036,バイナリーオプション取引,Udemy,intermediate,https://www.udemy.com/binaryoptiontrainingprogram/,Business Finance
2037,Caza los Enormes Movimientos del Mercado,Udemy,intermediate,https://www.udemy.com/caza-los-enormes-movimientos-del-mercado/,Business Finance
2038,Le basi del trading online,Udemy,beginner,https://www.udemy.com/le-basi-del-trading-online/,Business Finance
2039,自分に合った投資信託を見つけよう！,Udemy,beginner,https://www.udemy.com/kabucom_toushin/,Business Finance
2040,Monatlich Geld anlegen für später!,Udemy,beginner,https://www.udemy.com/monatlich-geld-anlegen/,Business Finance
2041,Invierte en la Bolsa Mexicana y de USA,Udemy,beginner,https://www.udemy.com/invierte-en-la-bmv/,Business Finance
2042,Gestão Financeira Para Pequenas e Médias Empresas,Udemy,intermediate,https://www.udemy.com/gestao-financeira/,Business Finance
2043,Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,Udemy,intermediate,https://www.udemy.com/curso-bitcoin/,Business Finance
2044,Tudo sobre Investimentos em Renda Fixa,Udemy,intermediate,https://www.udemy.com/tudo-sobre-investimentos-em-renda-fixa/,Business Finance
2045,Aprende a invertir sin capital,Udemy,beginner,https://www.udemy.com/aprende-a-invertir-sin-capital/,Business Finance
2046,Apprendre à trader sur le marché du Forex - guide complet,Udemy,beginner,https://www.udemy.com/apprendre-a-trader-sur-le-marche-du-forex-guide-complet/,Business Finance
2047,Introducción a las Finanzas,Udemy,beginner,https://www.udemy.com/introduccion-a-las-finanzas/,Business Finance
2048,Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,Udemy,beginner,https://www.udemy.com/finanzielle-unabhaengigkeit-1-erste-schritte-zur-million/,Business Finance
2049,Forex para Principiantes-Ejemplos en VIVO de Trading Real,Udemy,beginner,https://www.udemy.com/forex-espanol/,Business Finance
2050,Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,Udemy,advanced,https://www.udemy.com/finanzielle-unabhaengigkeit-3-millionaer-werden-mit-immobilien/,Business Finance
2051,Introduction to Health Financing,Udemy,beginner,https://www.udemy.com/introduction-to-health-financing/,Business Finance
2052,Accounting Cycle: Learn the concepts in 60 minutes,Udemy,intermediate,https://www.udemy.com/accounting-cycle-in-60-minutes/,Business Finance
2053,Optimize! Make Best Decisions with Microsoft Excel,Udemy,advanced,https://www.udemy.com/optimize/,Business Finance
2054,Understanding The Stock Market: For Beginners,Udemy,beginner,https://www.udemy.com/understanding-the-stock-market-a-beginners-course/,Business Finance
2055,CFA® Level 1 2014 – FI,Udemy,intermediate,https://www.udemy.com/cfa-level-1-fixed-income/,Business Finance
2056,9. Sinking Funds,Udemy,intermediate,https://www.udemy.com/sinking-funds/,Business Finance
2057,Managerial Accounting - The Ultimate Beginner Course!,Udemy,beginner,https://www.udemy.com/managerial-accounting-the-ultimate-beginner-course/,Business Finance
2058,Forex Trading for Beginners Vol 1:A Forex Course Made Simple,Udemy,beginner,https://www.udemy.com/forex-trading-for-beginners-vol-1a-forex-course-made-simple/,Business Finance
2059,Accounting - Basic Costing ,Udemy,beginner,https://www.udemy.com/basic-costing/,Business Finance
2060,"Double Your Salary With Free, Local, Job Training Courses",Udemy,intermediate,https://www.udemy.com/how-to-search-the-internet-to-get-free-training-education/,Business Finance
2061,Financial Modeling - Facebook Case Study,Udemy,intermediate,https://www.udemy.com/financial-modeling-facebook-case-study_in_excel/,Business Finance
2062,Understanding Financial Derivatives,Udemy,intermediate,https://www.udemy.com/understanding-financial-derivatives/,Business Finance
2063,Forex Basics: Learn how to read and analyze Forex charts,Udemy,beginner,https://www.udemy.com/forex-basics-c/,Business Finance
2064,Forex - Help I cant Trade,Udemy,intermediate,https://www.udemy.com/forex-help-i-cant-trade/,Business Finance
2065,Start-up financial modeling for non-finance professionals,Udemy,intermediate,https://www.udemy.com/start-up-financial-modeling-for-non-finance-professionals/,Business Finance
2066,The Fast Route to a Faster Financial Close,Udemy,intermediate,https://www.udemy.com/faster-financial-close/,Business Finance
2067,Easy Finance For Startups,Udemy,beginner,https://www.udemy.com/easy-finance-for-startups/,Business Finance
2068,"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",Udemy,intermediate,https://www.udemy.com/excel-4-accounting-bookkeeping-master-date-time-text/,Business Finance
2069,"Depreciation, Amortization and Depletion",Udemy,intermediate,https://www.udemy.com/depreciation-amor/,Business Finance
2070,Breakeven Analysis and Pricing,Udemy,intermediate,https://www.udemy.com/breakeven-analysis-and-pricing/,Business Finance
2071,Tally ERP Complete Training in Urdu / Hindi,Udemy,intermediate,https://www.udemy.com/tally-erp-complete-training-in-urdu/,Business Finance
2072,Accounting Simplified,Udemy,intermediate,https://www.udemy.com/accounting-simplified/,Business Finance
2073,Series 7: Intermediate Options,Udemy,intermediate,https://www.udemy.com/series-7-intermediate-options/,Business Finance
2074,Accounting and Business Basics,Udemy,intermediate,https://www.udemy.com/accounting-and-business-basics/,Business Finance
2075,Corso introduttivo al trading profittevole,Udemy,beginner,https://www.udemy.com/corso-introduttivo-al-trading-profittevole/,Business Finance
2076,Aprende a Ganar Dinero en la Bolsa,Udemy,intermediate,https://www.udemy.com/aprende-a-ganar-dinero-en-la-bolsa/,Business Finance
2077,Inversión: Fundamentos del Trading para Principiantes,Udemy,beginner,https://www.udemy.com/dinero-aprende-trading-y-se-exitoso/,Business Finance
2078,Gana en la Bolsa con Análisis Técnico,Udemy,beginner,https://www.udemy.com/curso-basico-de-interpretacion-de-la-bolsa-mediante-graficos/,Business Finance
2079,Precificação - Calculando valor de venda baseado nos custos,Udemy,intermediate,https://www.udemy.com/formacao-de-precos-em-projetos/,Business Finance
2080,Cómo ganar dinero invirtiendo en bolsa,Udemy,beginner,https://www.udemy.com/como-ganar-dinero-invirtiendo-en-bolsa/,Business Finance
2081,Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben,Udemy,intermediate,https://www.udemy.com/investiere-online-und-erhalte-zinsen-von-25-in-dollar/,Business Finance
2082,Investimento em Ações,Udemy,beginner,https://www.udemy.com/investimento-em-acoes/,Business Finance
2083,Excelを使ってビジネスシミュレーション：基礎編,Udemy,beginner,https://www.udemy.com/excel-zw/,Business Finance
2084,Estrategias de trading en bolsa,Udemy,intermediate,https://www.udemy.com/diferentes-opciones-de-trading-en-bolsa/,Business Finance
2085,Grundlagen der finanziellen Unabhängigkeit,Udemy,intermediate,https://www.udemy.com/grundlagen-der-finanziellen-unabhangigkeit/,Business Finance
2086,"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",Udemy,intermediate,https://www.udemy.com/wie-du-dir-auch-mit-kleinen-betragen-ein-vermogen-aufbaust/,Business Finance
2087,Corporate Ethics,Udemy,beginner,https://www.udemy.com/corporate-ethics/,Business Finance
2088,CFA Level 2- Quantitative Methods,Udemy,intermediate,https://www.udemy.com/cfa-level-2-quantitative-methods/,Business Finance
2089,Core Financial Statement Concepts,Udemy,intermediate,https://www.udemy.com/financial-statement-concepts/,Business Finance
2090,Understand Core Finance Principles in 60 Minutes,Udemy,beginner,https://www.udemy.com/core-finance-principles-in-60-minutes/,Business Finance
2091,Learn Wave accounting to maintain books properly,Udemy,intermediate,https://www.udemy.com/learn-wave-accounting-to-maintain-books-properly/,Business Finance
2092,Making Tax Digital - UK HMRC Legislation Explained,Udemy,intermediate,https://www.udemy.com/making-tax-digital/,Business Finance
2093,Surviving Introduction to Finance,Udemy,beginner,https://www.udemy.com/surviving-introduction-to-finance/,Business Finance
2094,Cost of Capital and Weighted Average Cost of Capital,Udemy,intermediate,https://www.udemy.com/weighted-average-cost-of-capital-wacc/,Business Finance
2095,Studying the CFA Program exams (Mandarin language version),Udemy,intermediate,https://www.udemy.com/studying-the-cfa-mandarin/,Business Finance
2096,Condor Broken Wing Butterfly Options Trading Course System,Udemy,intermediate,https://www.udemy.com/condor-broken-wing-butterfly-options-trading-course-system/,Business Finance
2097,≪虎の巻≫証券取引の「税金のお悩み」解消,Udemy,intermediate,https://www.udemy.com/kabucom_zeise/,Business Finance
2098,【１日でマスター！】今日からはじめる資産形成,Udemy,beginner,https://www.udemy.com/kabucom_start/,Business Finance
2099,TRADING FOR A LIVING: Trading Full-Time Transition Guide,Udemy,intermediate,https://www.udemy.com/trading-for-a-living-full-time-trader/,Business Finance
2100,Learn How To use Channels to find amazing Forex Entries,Udemy,intermediate,https://www.udemy.com/learn-how-to-use-channels-to-find-amazing-forex-entries/,Business Finance
2101,"Financial Analysis, from Scratch to Professional!",Udemy,beginner,https://www.udemy.com/financial-analysis-from-scratch-to-professional-level/,Business Finance
2102,Cost Accounting Labour Costing (Professional Course Level),Udemy,intermediate,https://www.udemy.com/labour-costing/,Business Finance
2103,Learn How To Successfully Trade Forex: In 5 Simple Steps,Udemy,intermediate,https://www.udemy.com/learn-how-to-successfully-trade-forex-in-5-simple-steps/,Business Finance
2104,The Intelligent Investor,Udemy,intermediate,https://www.udemy.com/the-intelligent-investor/,Business Finance
2105,Succeed in Futures Even if You Don't Know Where to Start,Udemy,intermediate,https://www.udemy.com/succeed-in-futures-even-if-you-dont-know-where-to-start/,Business Finance
2106,Binary Options Beginners Guide : Nadex,Udemy,beginner,https://www.udemy.com/binary-options/,Business Finance
2107,Trading: From Wall Street to Your Street,Udemy,intermediate,https://www.udemy.com/from-wall-street-to-your-street/,Business Finance
2108,Build your own Naked Trading Forex Robot,Udemy,intermediate,https://www.udemy.com/build-your-own-naked-trading-forex-robot/,Business Finance
2109,Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,Udemy,intermediate,https://www.udemy.com/taxpreparation/,Business Finance
2110,Tax Strategies of the Wealthy,Udemy,beginner,https://www.udemy.com/everything-you-need-to-know-about-taxes/,Business Finance
2111,The Ultimate Fibonacci Trading Plan for Forex and Stocks,Udemy,intermediate,https://www.udemy.com/fibonacci-trading-strategy/,Business Finance
2112,Finance and Accounting for Startups,Udemy,intermediate,https://www.udemy.com/finance-and-accounting-for-startups/,Business Finance
2113,Forex - Calculate Lot Size Like Pro,Udemy,intermediate,https://www.udemy.com/forex-calculate-lot-size-like-pro/,Business Finance
2114,The Complete Forex Trader,Udemy,intermediate,https://www.udemy.com/forextrader/,Business Finance
2115,Tape Reading: Learn how to read the tape for day trading,Udemy,intermediate,https://www.udemy.com/tape-reading-101-learn-how-to-read-the-tape-for-day-trading/,Business Finance
2116,4 Easy Daily Forex Trades: A Recipe for Trading Success,Udemy,intermediate,https://www.udemy.com/4dailytrades/,Business Finance
2117,Trading Robot Forex Programs in Your Sleep in Live Examples!,Udemy,advanced,https://www.udemy.com/trading-robot-forex-programs-in-your-sleep-in-live-examples/,Business Finance
2118,Free Options 101 - Basic of Call and Put Options in 1 Hours,Udemy,intermediate,https://www.udemy.com/free-options-101-basic-of-call-and-put-options-in-1-hours/,Business Finance
2119,An Intro into Trading the Financial Markets,Udemy,beginner,https://www.udemy.com/an-intro-into-trading-the-financial-markets/,Business Finance
2120,Developing A Trading Strategy: Your Guide to Trading Success,Udemy,intermediate,https://www.udemy.com/developing-a-trading-strategy-your-guide-to-making-millions/,Business Finance
2121,How to Trade Commodity and Financial Futures for a Living!,Udemy,intermediate,https://www.udemy.com/trading-controlled-leverage-financial-and-commodity-futures/,Business Finance
2122,How to Trade Forex like a Hedge Fund: Long FX Strategies,Udemy,intermediate,https://www.udemy.com/how-to-trade-forex-like-a-hedge-fund/,Business Finance
2123,Complete Short Financial Ratio Course for Financial Analysis,Udemy,intermediate,https://www.udemy.com/financialratio/,Business Finance
