id,Name,University,level,Link,About
1188,A Value Investing Approach to the Stock Market,Udemy,intermediate,https://www.udemy.com/start-investing-the-right-way/,Business Finance
1189,Learn how to INVEST for huge profits or make it big trading!,Udemy,intermediate,https://www.udemy.com/learn-how-to-invest-for-huge-profits-or-make-9k-day-trading/,Business Finance
1190,"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",Udemy,intermediate,https://www.udemy.com/how-to-fund-your-million-dollar-idea-equity-debt-unfund/,Business Finance
1191,Mastering Candlestick Charting : High Probability Trading,Udemy,intermediate,https://www.udemy.com/mastering-candlestick-charting/,Business Finance
1192,Binary Options Course - Level 2,Udemy,intermediate,https://www.udemy.com/binary-options-course-level-2/,Business Finance
1193,Stock Technical Analysis with R,Udemy,intermediate,https://www.udemy.com/stock-technical-analysis-with-r/,Business Finance
1194,"Get to know the VIX Index (aka 'The Fear Index)""",Udemy,intermediate,https://www.udemy.com/vix-index/,Business Finance
1195,Apply finance concepts for smart project management,Udemy,beginner,https://www.udemy.com/apply-finance-concepts-for-smart-project-management/,Business Finance
1196,Introduction to Futures Trading and Live Trade Demonstration,Udemy,advanced,https://www.udemy.com/introduction-to-futures-trading-and-live-trading-futures/,Business Finance
1197,Crowdfunding to Win,Udemy,intermediate,https://www.udemy.com/crowdfunding-to-win/,Business Finance
1198,Comprehensive Forex Mastery Program,Udemy,intermediate,https://www.udemy.com/forex-mastery/,Business Finance
1199,Preparation of Consolidated Financial Statements (Basic),Udemy,intermediate,https://www.udemy.com/preparation-of-consolidated-financial-statements-basic/,Business Finance
1200,Succeed in Bonds Even if You Don't Know Where to Start,Udemy,intermediate,https://www.udemy.com/succeed-in-bonds-even-if-you-dont-know-where-to-start/,Business Finance
1201,Learn to Trade for Profit: Ten Most Profitable Trading Rules,Udemy,intermediate,https://www.udemy.com/trading-stocks-successfully-ten-rules-of-successful-trading/,Business Finance
1202,Succeed in Lotto Even if You Don't Know Where to Start!,Udemy,intermediate,https://www.udemy.com/succeed-in-lotto-even-if-you-dont-know-where-to-start/,Business Finance
1203,CFA Corporate Finance Level 2,Udemy,intermediate,https://www.udemy.com/advanced-capital-budgeting-techniques/,Business Finance
1204,Pin Bars: The Most Powerful Forex Trading Signal,Udemy,intermediate,https://www.udemy.com/make-money-in-forex-using-pin-bars/,Business Finance
1205,Stock Options Trades Using Interactive Brokers,Udemy,intermediate,https://www.udemy.com/stock-options-trades-using-interactive-brokers/,Business Finance
1206,Introduction to Options - Strategies For Consistent Profits,Udemy,intermediate,https://www.udemy.com/introduction-to-options-start-trading-now/,Business Finance
1207,Risk in Forex Transactions - for CA / CS / CFA exams,Udemy,intermediate,https://www.udemy.com/forex-risks/,Business Finance
1208,Basics of Business Statistics (College Level),Udemy,intermediate,https://www.udemy.com/statistics-for-accounting-and-finance-professionals/,Business Finance
1209,"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",Udemy,beginner,https://www.udemy.com/trading-seasonal-price-patterns-in-stocks-futures-forex/,Business Finance
1210,Interpreting Financial Statements,Udemy,beginner,https://www.udemy.com/financialstatements/,Business Finance
1211,Introduction to Bookkeeping (Accounting),Udemy,beginner,https://www.udemy.com/introduction-to-bookkeeping/,Business Finance
1212,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,Udemy,intermediate,https://www.udemy.com/advanced-credit-spreads/,Business Finance
1213,Investment Banking: How to Land a Job on Wall Street,Udemy,intermediate,https://www.udemy.com/how-to-land-a-job-on-wall-street/,Business Finance
1214,Learn To Invest In Index Funds and ETFs In 7 Easy Steps,Udemy,intermediate,https://www.udemy.com/invest-in-index-funds-and-etfs-in-7-easy-steps/,Business Finance
1215,Financial modeling: Build a multiples valuation model,Udemy,intermediate,https://www.udemy.com/how-to-do-a-multiples-based-valuation-of-a-company/,Business Finance
1216,Trade Recap I - A Real Look at Futures Options Markets,Udemy,beginner,https://www.udemy.com/d-levels-trade-recap-jan-17th-feb-5th-2014/,Business Finance
1217,Advanced Stock Options for Serious Equity Investors!,Udemy,advanced,https://www.udemy.com/bullet-proof-options-controlled-leverage-investing-secrets/,Business Finance
1218,Trading Binary Options for Fun and Profit,Udemy,intermediate,https://www.udemy.com/trading-binary-options-for-fun-and-profit/,Business Finance
1219,CFA: Fast Track your career in Finance,Udemy,beginner,https://www.udemy.com/cfapreparebetter/,Business Finance
1220,How to be a Profitable Forex Trader,Udemy,intermediate,https://www.udemy.com/making-money-in-forex-market/,Business Finance
1221,Excel Dashboard - Interactive Excel Dashboard and Charts,Udemy,intermediate,https://www.udemy.com/interactive-charts-in-excel/,Business Finance
1222,Accounting 101: Learn Business Finance Forecasting in 60mins,Udemy,intermediate,https://www.udemy.com/cashflow-forecasting-made-easy-learn-it-in-40-mins/,Business Finance
1223,The Securities Trade Lifecycle,Udemy,intermediate,https://www.udemy.com/the-securities-trade-lifecycle/,Business Finance
1224,Double your Forex Account using the MAGIC MA trading robot,Udemy,intermediate,https://www.udemy.com/double-your-forex-account-using-the-magic-ma-robot/,Business Finance
1225,Technical Analysis 101: How to Profit During Market Crashes,Udemy,intermediate,https://www.udemy.com/profit-from-stock-market-crashes-the-short-selling-strategy/,Business Finance
1226,Advanced Accounting for Investment Banking,Udemy,intermediate,https://www.udemy.com/advanced-accounting-for-investment-banking/,Business Finance
1227,Investing In Stocks With 10 Simple Rules,Udemy,intermediate,https://www.udemy.com/value-investing-rules/,Business Finance
1228,Venture Capital. What is it and Why it Matters to You!,Udemy,intermediate,https://www.udemy.com/venture-capital-sector-overview-what-is-it-and-why-it-matters-to-you/,Business Finance
1229,Cash Flow Valuation: Develop Your Financial Literacy,Udemy,intermediate,https://www.udemy.com/financial-literacy-basics/,Business Finance
1230,Direction-Independ Trading - Elite Forex Traders  Strategy,Udemy,intermediate,https://www.udemy.com/direction-independ-trading-elite-traders-forex-strategy/,Business Finance
1231,How to Become a Financial Analyst from Scratch!,Udemy,beginner,https://www.udemy.com/become-a-financial-analyst-from-scratch-n1/,Business Finance
1232,First Steps to Trading the Forexmarkets : Technical Analysis,Udemy,beginner,https://www.udemy.com/first-steps-to-trading-the-forexmarkets-technical-analysis/,Business Finance
1233,Financial analysis: Compare performance of companies,Udemy,intermediate,https://www.udemy.com/financial-performance-analysis/,Business Finance
1234,Forex for Beginners: Easy Forex Trading for Beginners,Udemy,beginner,https://www.udemy.com/forex-for-beginners-easy-forex-trading-for-beginners/,Business Finance
1235,Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),Udemy,beginner,https://www.udemy.com/crowdfund-investing-101-the-basics-of-equity-crowdfunding/,Business Finance
1236,Read financial statements like a pro,Udemy,intermediate,https://www.udemy.com/read-financial-statements-in-5-minutes/,Business Finance
1237,10 Numbers Every Business Owner Should Know,Udemy,intermediate,https://www.udemy.com/10-numbers-every-business-owner-should-know/,Business Finance
1238,Learn How To Trade Gold In 2017,Udemy,intermediate,https://www.udemy.com/learn-how-to-trade-gold-in-2017/,Business Finance
1239,IAS 18 - Revenue,Udemy,intermediate,https://www.udemy.com/ias-18-revenue/,Business Finance
1240,Forex Trading: The High ROI Forex Trading End of Day Course,Udemy,intermediate,https://www.udemy.com/the-high-roi-forex-trading-end-of-day-course/,Business Finance
1241,Fundraise the Simplified Way: A Crowdfunding Blueprint,Udemy,intermediate,https://www.udemy.com/fundraise-the-simplified-way-a-crowdfunding-blueprint/,Business Finance
1242,Fundamentals of Accounting for Business Owners,Udemy,beginner,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,Business Finance
1243,Practical Financial Statement Analysis,Udemy,intermediate,https://www.udemy.com/practical-financial-statement-analysis/,Business Finance
1244,Forex Management - Detailed Study for CA / CS / CFA Exams,Udemy,intermediate,https://www.udemy.com/international-finance-a-comprehensive-study/,Business Finance
1245,Financial Statement Review 101:  How to Find Errors,Udemy,beginner,https://www.udemy.com/financial-statement-review-101-how-to-find-errors/,Business Finance
1246,Professional Risk Manager (PRM) Certification: Level 1,Udemy,intermediate,https://www.udemy.com/professional-risk-manager-prm-certification-level-1/,Business Finance
1247,International Tax  - Tax Beyond boundaries,Udemy,intermediate,https://www.udemy.com/international-tax-course-intermediate-level/,Business Finance
1248,The Complete Financial Statement Analysis Course,Udemy,beginner,https://www.udemy.com/the-complete-financial-statement-analysis-course/,Business Finance
1249,Advanced Excel functions,Udemy,intermediate,https://www.udemy.com/advanced-excel-functions-to-analyze-large-data/,Business Finance
1250,Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),Udemy,beginner,https://www.udemy.com/basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading/,Business Finance
1251,Candlestick Analysis For Professional Traders,Udemy,advanced,https://www.udemy.com/testing-candlesticks/,Business Finance
1252,Build A Career In Forex Trading- Learn Fundamental Analysis,Udemy,intermediate,https://www.udemy.com/build-a-career-in-forex-trading-learn-fundamental-analysis/,Business Finance
1253,Financial Modeling: Build a Complete DCF Valuation Model,Udemy,intermediate,https://www.udemy.com/learn-how-to-value-a-company-and-build-a-dcf-model/,Business Finance
1254,Hands-on Financial Modeling (With 6 Excel Templates),Udemy,intermediate,https://www.udemy.com/financial-modelling-in-excel/,Business Finance
1255,CAIIB Advanced Bank Management (Part I),Udemy,intermediate,https://www.udemy.com/statistics-regression-analysis/,Business Finance
1256,Stock Market investment:Non financial fundamental analysis,Udemy,beginner,https://www.udemy.com/stock-market-investmentnon-financial-fundamental-analysis/,Business Finance
1257,Learn How to Play CashFlow Game,Udemy,beginner,https://www.udemy.com/learn-how-to-play-cashflow-game/,Business Finance
1258,Basics of Business Finance,Udemy,beginner,https://www.udemy.com/basics-of-business-finance/,Business Finance
1259,Accounting Made Easy 2,Udemy,intermediate,https://www.udemy.com/accounting-made-easy-2/,Business Finance
1260,"Bitcoin: el futuro del dinero, hoy",Udemy,intermediate,https://www.udemy.com/bitcoin-el-futuro-del-dinero-hoy/,Business Finance
1261,Aprende a invertir practicando,Udemy,intermediate,https://www.udemy.com/aprende-a-invertir-practicando/,Business Finance
1262,Trading con retrocesos de Fibonacci,Udemy,intermediate,https://www.udemy.com/trading-con-retrocesos-de-fibonacci/,Business Finance
1263,Mit Finanzwissen zu besserem Unternehmertum,Udemy,beginner,https://www.udemy.com/mit-finanzwissen-zu-besserem-unternehmertum/,Business Finance
1264,Como hacer empresa en 10 sesiones prácticas,Udemy,intermediate,https://www.udemy.com/finanzas-para-principiantes/,Business Finance
1265,المحاسبة للإداريين و غير المحاسبين,Udemy,beginner,https://www.udemy.com/accounting-for-non-accountants-trendcast/,Business Finance
1266,株式投資で本当のファンダメンタル分析ができるようになる,Udemy,intermediate,https://www.udemy.com/jun-sakai-trading-course3/,Business Finance
1267,Curso de Trading práctico basado en casos reales,Udemy,intermediate,https://www.udemy.com/trading-practico/,Business Finance
1268,Curso Avanzado de Trading,Udemy,intermediate,https://www.udemy.com/curso-avanzado-de-trading/,Business Finance
1269,สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,Udemy,intermediate,https://www.udemy.com/binary-options-for-thai/,Business Finance
1270,MQL4 Tutorial Golden Goose,Udemy,beginner,https://www.udemy.com/mql4-tutorial-golden-goose-trading-tutorial/,Business Finance
1271,Análise de Concessão de Crédito,Udemy,intermediate,https://www.udemy.com/estacio-analise-de-concessao-de-credito/,Business Finance
1272,Technical Analysis Using Elliott Wave Theory,Udemy,intermediate,https://www.udemy.com/technical-analysis-using-elliott-wave-theory/,Business Finance
1273,The Basics Of Volume Analysis,Udemy,intermediate,https://www.udemy.com/volume-analysis-basis/,Business Finance
1274,Crash Course on Cost of Capital and Capital Structuring,Udemy,intermediate,https://www.udemy.com/crash-course-on-cost-of-capital-and-capital-structuring/,Business Finance
1275,Business Accounting Made Easy,Udemy,beginner,https://www.udemy.com/accounting-level-1-course/,Business Finance
1276,Build a DCF Model from Scratch,Udemy,intermediate,https://www.udemy.com/build-a-dcf-model/,Business Finance
1277,"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",Udemy,intermediate,https://www.udemy.com/weekly-forex-analysis-by-baraq-adnan/,Business Finance
